Word ID,Word
4123,confusion;
7654,blamed
4247,conceit
2767,secondly
7146,correspondence
8218,encoding:
2483,howsoever
7876,confident
2555,poverty--comparative
5461,sleep
3193,imaginable
4300,above
6257,suited
125,decease
4219,newcastle
1514,induced
4979,generally
2155,triumphing
5191,charlotte's
7393,shopping
1237,tongue
8111,pressing;
380,coffee
1698,apply
3756,only
5279,remainder
1383,simpered
3749,alarm;
3596,discomposure;
3616,declaration;
5656,claim
7029,superiority
6824,violation
626,allude
1999,headache
1282,pounds;
3082,to--she
3243,regret
7093,indefinite
1738,suggesting
2518,inexhaustible
5972,weakest
1326,la
7023,identify
157,extent
7878,sisterly
493,bed
4927,proprietor
1454,extenuating
6124,eligibility
6021,yes;
8188,fashion
287,ceased
3810,yes--_that_
3567,sanctioned
3256,etiquette
3380,whenever
4938,reproach
8014,passage
6729,table--nor
4211,recital
4872,dinner;
5991,bought
5874,aunts
2362,stop
3464,misleading
5452,21
7261,see;
7784,dismay
5813,denominated
559,scope
670,sum
4901,assuring
5773,would
1150,range
3831,ignorant
4117,bottom
1652,through
7390,apartment
2025,ill-breeding
4765,niece
4570,odd
1937,green
3024,due
8133,return
5223,compare
4781,ways--seen
5786,well-educated
1407,gentleness
680,conscious
2851,correspondent
3406,copse
4944,_have_
2504,approaching
4323,stayed
6618,marry;
5928,indeed--it
5924,hunsford
8075,assurance
6034,girl--oh
1317,deprived
7459,individual
359,approach;
3319,honour;
6544,bromley
5250,light
8147,injunctions
35,occurring
4772,turns
6666,papa
1159,mother--yours
716,benevolent
5384,unchanged
3975,ineffectual
257,despise
1026,visit;
3067,abominate
2628,constrained
2305,calculate
4892,gentlemen
1022,news;
7831,suddenly
4223,amiable)
1100,listener
363,book;
88,divided
6902,stockings
1463,conference
7797,!--how
6922,off
3919,ill-nature
7463,directions
458,trusting
2902,laugh
5263,georgiana
5171,woods
2310,state
4179,gutenberg:
1621,nothingness
31,with
7534,cheering
2831,faultless
5666,intricate
7386,augment
6290,shew
3703,remarks;
5699,good-looking
7536,however
7694,untitled--families
318,uncontrolled
6585,cents
8197,complied
7225,jumped
7709,proverb
7917,destroy
3927,associated)
2688,2008
3697,newly-born
5035,he
2122,sacrifice
3779,portrait
4576,ill-will
179,his;
216,elizabeth--there
6048,say
5967,restoration
1162,entertainment
6035,shut
168,disclosed
3685,weighed
4859,communicate
1156,precipitate
7585,looked
971,blow
3773,nettled
3679,applying
39,exert
4245,muslin
3418,ask--
1560,looked--she
5619,engagement
3215,regulars;
6847,resentments
1941,term
2001,wavering
3987,swelling
6584,gardiners
4238,smilingly
8131,embracing
177,illness
3136,forgot
6016,keeping
3904,_family_
8076,once
5270,renamed
2363,law
8097,allowances
7355,lose
5703,room
7637,_our_
4401,resentment;
704,instruction
2935,heads
1167,surprise;
6230,certain
5568,excuse;
7651,almost
3879,creating
6312,_mr
6563,shield
1612,thoughtlessness
1806,coloured
6378,tells
5235,unheard
1676,spiritless
5911,style;
3135,attachment
2211,conciliate
2042,wretched
5700,match
1686,retail
3808,popular
8074,herself--that
6275,concurrence
3090,agitation
1864,mixture
4777,yawning
757,fallen
6803,injurious
68,renewing
1292,well-wisher
8208,supply
4326,round
4188,realised
434,posted
6395,self-sufficiency
4568,destitute
5526,debts
2322,behalf
6464,house--but
5595,stream
3228,regretted
8101,whither
7549,interference--it
349,forms
2029,imagine;
6174,phillips
3592,senses
1856,intolerable
7094,necessary
6980,am--and
1991,quickly
5643,perseverance
4883,attention;
801,breach
7660,admitted
823,attend
1164,indicating
2301,pride--where
7440,detested
4175,penance
7698,repined
5115,mirth;
5264,unsuspicious
5379,alter
7802,overthrowing
2133,strikingly
3828,family
6524,improves
6737,environs
1183,since
6699,obtain
283,acute
7319,had;
5051,garden
3780,conciliatory
1796,tried
4606,courier
7500,vexations
4583,valued;
4788,wedding
7172,delicacy
4634,weight
2208,enhance
3426,quarreled
7367,refreshing
4444,judged
6386,pride--his
4476,business
6422,_he_
7020,removal
6998,rencontre
700,limited
619,steadily
6258,scores
1518,regret;
482,faint
2866,perceiving
4801,construction;
7648,simple
666,omit
4307,disengaged
416,denial
4308,result
5351,consequence;
2970,statement--but
4917,dictatorial
111,opened;
6742,last'
6991,proceed
3901,solicitude;
2584,lamentations
118,hours
810,any
3715,half-an-hour--was
1826,_all_
3101,wisest
5321,consent;
1944,lost
4138,aid
2597,attack
545,forfeit
4848,proprietor--when
5696,wednesday;
3888,trembled
3408,pope
3409,consign
2817,writing
4166,introduction;
5262,inattention
6696,charges
4823,cutting
2452,shortness
3045,thirdly--which
286,equipment
5508,it--unless
3982,point;
947,discomposed
451,degenerate
4838,letters
2097,deserts;
569,notes
6678,indulgence
4994,surmount
3957,travelled
6449,indifferent--but
6080,lewis
3898,catherine
2895,red
1762,596-1887
7370,purchased
883,comfortable
5437,your
5549,saying:
3274,ground;
5136,occurred
7557,publicly
7777,dangerous
5599,age
6453,copyright
7022,lizzy
7321,waiting-woman
6486,depreciate
2721,1f4
5560,are)
8110,carriage;
1350,language
3318,$5000)
5794,disposed
2552,noisy
3849,did
5211,officious
5341,revived
6515,secrecy
6373,good-bye
3585,melan
6560,coherent
1115,judgment
293,strictly
1242,grain;
7547,inspired
204,contrived
5830,pitiable
6620,altered
1706,totally
2791,cards
5591,everybody
1108,(or
2806,arrive
1700,exclaimed
4067,sincere
1206,nonsense
2457,repressing
595,connect
4636,long-expected
433,diffidence
1703,distress
6452,story
5561,happening
7241,deceive
2663,_being
6832,rooms
6603,dining-room
1888,interest
4584,criticisms
2317,elizabeth's
6227,authorising
1526,?--we
5154,employees
3328,suspend
6110,charming
4127,excuse
2032,illiberal
7329,charge
7129,seen
5797,neat
1741,answered:
2596,witnessed
6532,warmly;
7867,reliance
782,flutter
6436,character--it
1203,strangeness
2595,pain--to
1818,undoubtedly;
708,elopement
1474,debt;
22,own;
5257,affair;
2965,suspicions
7646,uneasy--a
3644,productive
3705,imprudent;
2860,miserly
4596,rest--there
3488,courage
1869,destroyed
5297,unexpected
6614,troublesome
6267,address
5039,post
3367,ease
5276,life--
1329,far
3103,avail
7279,friendlier
3240,reported
2393,justify
7435,brilliancy;
4509,incredulity
1484,rough
2204,lobby
150,contain
5403,chatsworth
8125,parted;
7978,unwillingness;
3479,naturally
1124,topics
1691,54
2877,this;
5076,distance;
7160,mismanagement
7509,hearty
3140,unanswerable
1128,holding
1276,thousand
1536,brains
7538,constantly
5296,containing
385,determined
4097,remained
5621,took
7911,secretly
7764,grieve
4146,flirt
7546,done--i
461,praised;
911,civil;
6876,arrear
3049,doings
7046,wondering
6853,nightcap
6096,brought
2950,south
3048,similarity
8193,eyes_
2948,survivor
5638,unknowingly
6093,silent;
7951,case
2450,bedrooms
4746,whole:
3470,unlikely
879,alternate
3277,fine-looking
374,congratulations
3372,startled
2412,stole
4263,meanly
5405,same;
1822,sleeping
20,mechanically
1353,lives
7842,gravel
5742,admires
405,aroused
4453,certain;
1293,needed
5376,view;
2320,proceeding
6976,distribute
2099,replied
6490,bell
574,make
1766,gentleman;
2234,celebrated
7073,quadrille
5650,profession--i
7836,sister
7434,permanent
2696,though
273,wound
1645,amazing
7345,mistakes
2283,answerable
7332,grounds;
2931,bewitched
4755,abused
1677,reason
5172,master's
2343,dispatched;
5003,requesting
5245,willingly
7947,forget:
1190,with:
690,bringing
1008,constitution
6446,unwell
456,1c
4017,affliction
6697,paintings;
5227,transcribe
2736,_retaining_
3398,limits
7799,varieties
6780,begs
6792,eclipsed
1922,grasp
4167,narrative
2212,master
1573,daughters;
1715,silent
4093,wet
901,distant
211,proudest
7682,_with_
3566,exclamations
1379,13
3391,interrupting
3642,moreover
4148,leave--but
6255,clear-sighted
7295,unqualified
5750,advised
6955,pretending
4203,give;
5234,epithet
5909,dislike;
2267,comprehends
323,planned
236,dear
7913,_me_;
6849,formed;
7098,friends;
7756,languor
5661,unnecessarily
11,passing
6196,gentlemen;
544,#1342]
1213,board
4019,ago;
7560,succession
3460,lady;
4454,pianoforte
155,news--what
3640,stone
7590,bodies
7710,33
3311,redistributing
6822,_do_
7353,insignificant;
4555,rather
199,flogged
2525,residence
5727,dare
2571,leaves
1468,woman's
807,personage
2700,genuine
4074,eloped;
1161,others
5422,undiminished
6989,multitude
7788,flutterings
1090,larger
6197,set
3250,defer
3619,netherfield;
570,witticisms
8207,partake
2549,commonly
5188,promote
7088,sly;--he
6471,diffident
42,true
1490,collecting
321,contradict
267,dreadfully
1811,health
6784,liked
3537,woman;
5442,rivers
81,disheartened
7562,vexed
2775,gracious
7450,engage
6718,oddities
5779,indifferent
7516,punitive
7807,sized
5805,circle;
7264,acknowledgments
7689,caring
5481,surrounding
2253,youngest
353,thankfulness
6327,herself--some
3633,wickham--when
943,scorn
596,investigation
6790,_violent
3626,question--of
7401,seduction
7879,hereabouts
5760,temporary
2683,happy;
989,tickets
2444,bitterly
8044,arrived--that
5633,dinner-time
7230,corner
4375,her--a
332,withdrew
5530,accordingly
1884,colonel
8179,caution
7525,gravely--but
6750,window--she
3706,liberal-minded
5749,fitzwilliam
438,blind
2844,newspaper
7749,laughter
4748,communicate;
4118,sequel
5952,name;
5949,innocent
1977,dimensions
573,truth
2292,buying
7278,conceited
7223,scrutiny
960,ought
1760,fixed
5505,uncompanionable
5490,oh
5834,minuteness
4466,person_
5196,provoking
6296,perturbation
5391,handsomely
799,secrecy;
661,horse
32,letter
1893,force
3682,anew
882,papers
4540,allowed
6744,allusion
3909,apology
5929,dances
2944,liability
3206,unjust--anything
7533,tender
3801,christian
2286,fingers
5366,shine
4086,studies
6017,statements
840,raised
7133,she;
1804,monotonous
6601,exposure;
2951,suspected
1746,originated
7792,prefaced
5728,gloried
316,late
5207,inmate
7741,shyness
6945,trademark
6065,consolatory
4113,comparison
4622,taking
7625,mildly
2592,mention;
3275,sweetest-tempered
4344,belief
7563,won
6393,1d
3652,plays
2174,send
1614,rivals
8048,sensation
7194,inform
4106,recreation
4057,housekeeper
5127,running
432,idea;
3825,!--if
5684,gbnewby@pglaforg
2463,downstairs;
3826,shops
5369,survey
2045,purchases
3602,whisper
1622,to-night
8042,successfully
7359,scheme
4759,filling
7372,benevolence
6732,wounding
5430,ensuing
4577,shocked
6820,paint
934,out--
7228,true;
8031,acutely
3933,states
4174,failure
3588,dismissed
1841,stiffness
6074,do;
1702,half-whisper
5358,me;--though
3226,suppose
5070,reached
3737,lanes
1823,him--laugh
3599,sang
930,enlarging
5573,hatfield
7854,brotherly
453,softened;
8209,eating
7645,perverse
276,leaving
7140,dignity
2240,being
8231,every
1849,pride;
5267,beauty;
6195,stared
4633,heavier
5647,blaming
2383,bathing-place
1749,imperfection
3273,anticipate
6279,choice--a
3713,15
3211,_near_
3671,unwilling
2009,revolted
1665,summer
6551,charlotte
1845,infringement
1069,thereupon
7862,made
4851,sneer
1017,excellent
1540,rant
3246,covering
1226,february
7354,repugnance;
6878,daughter
3778,guests
7185,invaluable;
406,befall
6894,point
3895,84116
4645,exceedingly;
2011,legally
2802,posting
3583,handsome:
1297,suspicion
4230,risk
7016,hers
2945,resides
7388,test
4240,library
5467,53
4791,bennets
7937,happens
3218,dressing-room
2614,coach;
2776,endurable
2717,compliment
3718,named
5274,ill-usage;
2818,maria
107,evade
3742,perform
5367,relief
6273,26
7818,current
8032,pleasantly
6555,cause
2014,concerns
5314,persuade
6984,mother
7109,close
6654,benefited
3363,describe
3872,accompanied
4329,_myself_
4941,lodges
4496,tallest
4858,repining
5232,proud
3120,claimed
8098,rest
667,resented
1439,prided
5819,where
518,impropriety
1217,seen;
207,complaining
79,arise
4186,!--and
1465,gone;
732,wickham
1644,whom
885,familiarly
6410,unnecessary;
7553,impassable
3712,annual
4241,economy
7513,mentioning
3440,dark
4349,orders
6454,flirtation;
6735,!--to
2467,transferred
6402,manager
6368,home;
2135,prodigiously
7929,motion
750,motive
6915,calls
7028,brother;
3378,failing
5906,hint
2202,us
1624,heavy-looking
7481,arranged
738,importune
7089,ground
5980,tithes
6983,arrival;
7101,modification
1673,dreaded
251,forwards
5300,dances;
1189,tolerably
6340,haughty
511,(by
8187,latter;
6546,wrong
5295,detail
4,http://wwwpglaforg
701,readily--easily--to
2699,begins
4252,_there_
1360,edward-street
3496,nervous
586,doubtingly
5147,refute
7816,neighbours'
6467,husband's
6440,friendship
4970,dissatisfied
7173,soldiers
3444,generously
6246,unalterable
7132,silly
2238,haye
2795,hide
5565,correspond
4073,termed
110,satisfying
3684,concluded
7758,hazarded
3439,unpleasant
6013,third
5669,fat
1456,italian
5497,unlucky
1892,original
668,remain
2678,renewed
4387,cool
8138,calm;
2429,yawned
5331,petitioned
2109,principally
3072,had--not
4990,persuaded
5812,arrangement
2912,fervently
5563,wasting
1648,feeling
2708,26th
2536,powerful
6846,behaves
6720,neighbourhoods
1788,mortified
5516,ungenerous
784,case--was
928,preferment;
8124,liberties
3255,dictating
3710,hang
3790,atonement--for
1964,laity
4255,road
1215,meditate
558,darcy:--but
1084,content;
4356,soliciting
7461,rapid;
376,unfeeling
280,decked
4557,around
993,by
4993,known;
5487,fees
4021,stopping
3632,recollections
1528,drive
4128,perpetually
7980,proved
2519,affectionately
7409,ridicule
6556,reaching
5533,ankles
4531,is;
1907,principle
2173,call
4658,acrimony
958,empty-headed
1799,inexpressibly
153,creatures
3425,disappointment;
3555,himself;
3833,suggested
948,announce
4484,message
4542,lying
6572,below
8169,william:
6377,stumbling
2769,entailed
7277,ball
6974,ill-judged
3196,myself)
2468,demean
1354,detestable
4647,sincere;
3151,charm
5280,sharp
4995,undutiful
5957,out:
6298,kind
2971,lines
209,second-hand
7904,instant
7600,england;
1396,breaking
4674,manner'
6081,irrevocably
4306,proposal;
7748,astonished;
7673,not--at
3639,_us_
5506,revolving
7323,perhaps
5231,representing
2312,boundless
5893,don't
7759,supposition
2701,parsonage
4761,into
1361,poverty
4221,ride
2893,hold
7471,distributor
2244,commencement
7189,chosen
4135,_them_
516,sermons;
387,devoting
4455,continuance
1075,provided
6650,inoffensive
1047,4
793,adieu
7308,usual
2083,disobliging
6607,financial
1596,shake
3455,w
1482,exertion
5085,proportion
5940,unusual
5983,subsided
292,lie
5605,assiduous
5843,discontented
507,proxy
2146,universally
6178,obtruded
2681,cross
554,may
867,subsisting
4374,fitness
5271,sheets
6355,best
1605,battled
4013,wished-for
4735,mentioned;
2588,market
3466,corporation
5942,indirectly
3928,separated
8070,evident;
6247,friendless
7863,wives
530,louder
2960,bring
7584,womanly
2050,use
1078,license
6043,blots
444,permission
6151,awakened
8006,easily
7446,!--yes--certainly
941,heedless
2326,inducements
7143,legal
7730,showed
6262,seeming
5492,obligingly
3565,darcy_
6456,simpers
3110,aloof
914,girls;
6293,happened
3489,envied
471,envelope
3787,me;
7134,prepare)
6571,hospitality
3065,imperturbably
6526,enjoyments
6760,sends
7779,self
5529,fish
1186,carry
4847,overpower
3477,censured
4819,hastily
5224,overflows
2963,plead
298,disinclined
3563,settled--he
2668,fishing;
4143,ascended
1142,staying
2854,nobody
7828,walker
7092,liable
5624,notions
488,watched
8087,miller's
2081,grieved;
8039,banished
6337,separating
1259,secluded
4863,eagerly
2916,donate
6233,outdated
4212,connubial
733,commissioning
436,becomes
7152,1f2
3576,ducks
7544,unabashed
2803,favour;
6916,examining
5394,answered;
6757,sprained
6977,(trademark/copyright)
8173,clapham
1646,income
4723,admit
4429,escape
3766,attentive;
2017,disquiet
5799,emphasis
1028,both;
5363,reply;
604,retreating
2440,already;
543,rule
3348,eight
5088,noon
759,everyone's
4301,starve
510,birmingham
5226,suspense
7014,acquaint
4178,set-downs
7791,entity
1136,scotch
826,1500
6489,(unasked
3893,book-room
1725,closure
3002,disappoint
2914,shock
830,agreement
592,anxiety
3029,killed
3664,profess
1748,chiefly
4012,pemberley;
3656,earnest
7582,overlooked
538,person;
7488,importance
4415,his
5963,prevailed
4752,self-destined
2119,weak-spirited
4043,catherine's
6690,entertained
4087,explore
3943,brother's
2260,hunsford;
3867,communicated
7641,picture;
7407,words:
3385,learned
4386,dressing
8107,picturesque
2218,effusions
455,share
2673,freckled
4749,pleasure
5524,vast
2304,lamenting
3748,disagreeable
7803,style
5876,state's
7195,truest
61,lasted
197,promoting
1635,shrug
5357,deserve
1085,subjects;
5468,notifies
3932,cousins
4193,ornaments
627,mix
1618,hundred
4880,to-day
5131,insipidity
1285,marriage;
5429,comforted
2905,generations
2250,dictated
6865,humour
6926,accused
2346,infamous
258,15th
5045,hesitating
6632,infamy
3150,hundreds
5710,past;
1960,defection
381,favourite's
8062,diversion
725,rejected
7334,renewal
1780,meet;
8017,her--was
6565,deliberation
2901,reasonableness
2167,talks
7615,grave;
4312,cunning
3938,early
6131,collinses
5117,inhabitants
5445,cast
5294,twenty-four
5574,declaring
3394,london--his
8061,impressed
4940,exultation
7729,view
5723,solidity
5845,jane--which
644,horseback
3552,recommended
5644,said
4370,half-a-dozen
3480,glad;
789,objects
2750,distance
1753,exposed
4624,cluster
4449,thirty
1327,converse
3885,voice
6765,taste
1744,animation
676,_not_
6893,hushed
1684,prone
7099,ascertaining
5006,charms;
6495,attending
1381,older
246,gracechurch
3263,attached
4426,undeserving
5822,throwing
2233,insists
975,beloved
5941,errors
1178,painful
2462,ascertain
2268,bequest
2639,61
3038,steadfastly
1897,wild;
3487,savours
707,wit'
4078,station
3449,accidental
7183,watson's
4066,father's
685,paperwork
8013,deference
8092,intermediate
4854,shorter
1537,confidence
2810,bills
7531,stoke
7076,shows
6488,40
6917,mixing
4493,handsomer
3665,fault
1202,retreated
6935,sex
7301,----'s
6266,second;
3850,dependence
7082,yielding
5540,hall-door
141,domestics
5936,credit
6777,misleads
6006,deceived;
3515,beauty
5178,bestowing
1628,repeated
2104,momentary
821,directing
4410,gentle
1650,therefore--i
4741,excel
5325,price
1261,governess
98,owns
4181,minute;
5464,appearances
2359,distressing
4884,forbearing
2090,impenetrably
1611,broken
2103,confide
5476,dullness
5894,assembly
869,*
2610,notion
7795,anybody;
5569,mortifications
1149,natural;
5450,pardon
912,lover
7211,stay
4103,determine
300,requited
7642,quitted
4667,morality
1986,_shall_
1589,rapacity
6038,avoid
6398,impossible
1160,tranquilly
8095,me--a
5355,service
834,understanding--though
2477,tricks
5678,judging
7514,side;
1833,archness
2934,of
5205,relation;
364,hack
3701,butcher's
974,disapprove
3570,drawn
4837,follows
202,tax
4339,pay
1423,prosperity
4601,rings
5100,busily
1679,chamber
1671,troop
4800,perusing
2593,unnatural
7429,involving
653,shocking
350,nectarines
5816,rises
1664,grown-up
3159,speech
5546,preparation
6807,marry
5186,solely
2630,lowest
1155,days
1314,briefly
5214,kindness
2406,giddiness
1173,salad
3242,of'
6559,not;
6263,stationed
3358,kinder
4793,derived
2116,paling
5123,embargo
2801,throw
3260,_conditionally_
5411,be--but
542,unconcerned
7361,then
6157,aunt
6540,respective
253,informality
7001,relates
1865,dupe
2502,bingleys'
2395,looking
7970,certain--that
2482,asserted
2380,insensibility
2055,_are_
1633,jones
1491,services
5566,loves
404,mind--in
7658,compatible
55,matrimonial
6932,manor
5610,class
7062,desire--splendid
7676,essentials
7193,capacity
7021,value
7626,convince
4091,addresses
3615,abundant
6501,them--by
5671,learning
6046,could--could
4818,childhood
3053,moderation
3304,relinquish
4968,utmost
6867,april
1736,assistance;
6073,sweetest
5266,reasonable
818,spared
7392,familiar
7824,accurate
1436,boast;
6648,cherish
937,headquarters
16,prey
6396,purpose
809,impunity
4551,remarkable
1609,future;
6647,suitable
521,likelihood
1784,thwarted
4417,detection
334,proposal
345,weeks;
6153,attendants
734,brighton
5585,proofread
1144,wood
1881,landing
7693,amuse
3950,itself
7699,professor
5333,under
7245,again;
658,draw
3213,sedateness;
7638,feelings
3170,her'
1332,_coming
5116,sarah
6583,peep
3299,deep
786,scattered
1546,news
4797,got
5814,expectation
285,hardships
5785,condemned
7995,hermitage
7326,vexatious
1814,http://pglaforg/donate
2580,demanding
749,recalled
2978,stupid
3236,repeatedly
4757,superintended
1290,sept
672,tendency
7250,pleasantness
1873,bewitching
3225,awoke
2151,following
4936,theatre
5200,burning
2192,de
7204,p
2265,alarm
77,forget
7418,jane--his
2287,character--oh
5673,nearly
7239,believing
4843,me--i
2988,kept
489,them
2120,out;
1410,robinson
2990,involves
2827,congenial
527,clump
89,guilty
3149,scarcely
7778,accounts
4183,afterwards;
7894,earnestness
4875,surprise--all
5375,humbled
6217,party)
8047,diminution
4023,parsonage;
6433,art
6567,scenes;
7932,observed
6994,abhorrence
417,substance
7007,ponies
2349,phillip's
1489,encouraged
472,word
4333,unmarked
5536,facts
8057,predict
1061,poured
7487,expectation;
7750,barely
5023,stand
6646,processing
4986,possessed
5470,sensibility
2900,old
2351,process
3284,stirring
5068,consciousness
4479,master;
8194,impatience
1200,wave
6687,avoiding
683,_felt_
5413,reap
4080,applicable
2061,gregory
4561,references
2229,energetic
4984,tolerable
6924,accent
1057,doubt;
6054,suspended
2661,habitual
2372,person's
6010,arrangements
6158,felt
6791,harp;
1756,pianoforte;
1798,twenty;
2506,impossible;
1426,mississippi
4276,delighted
1121,continually
6513,elder
6044,approached
2418,oppressed
390,already
6083,scene;
2249,perplexity
5293,retailing
7960,gaiety
5613,entreaties
1933,continuing
1058,estate
2329,neices
2047,resolution
7256,intervene
7265,ma'am
